id,level,category,subcategory,question,options,correct_answer,explanation,source
176,PARAMEDIC,Pediatric,Medications,A 15 kg child with severe metabolic acidosis. Sodium bicarb: 15 kg × 1-2 mEq/kg = ? mEq,"[""5-10 mEq"", ""15-30 mEq"", ""30-45 mEq"", ""45-60 mEq""]",1,15 kg × 1-2 mEq/kg = 15-30 mEq sodium bicarbonate slow IV for severe acidosis.,SNHD Protocols - Bicarbonate
177,AEMT,Pediatric,Medications,A 22 kg child with allergic reaction. Diphenhydramine PO: 22 kg × 1 mg/kg = ? mg (max 50 mg),"[""15 mg"", ""22 mg"", ""25 mg"", ""50 mg""]",1,"22 kg × 1 mg/kg = 22 mg PO diphenhydramine (IV/IM is 0.5 mg/kg, max 25 mg).",SNHD Protocols - Diphenhydramine PO
178,PARAMEDIC,Pediatric,Medications,A child with organophosphate poisoning needs atropine. Initial dose and escalation?,"[""0.01 mg/kg once"", ""0.02 mg/kg, double every 5 min until secretions dry"", ""0.1 mg/kg single dose"", ""1 mg fixed regardless of weight""]",1,"Organophosphate: 0.02 mg/kg atropine, double every 5 min until drying of secretions (toxic dose may be very high).",SNHD Protocols - Organophosphate
179,EMT,Pediatric,Medications,Broselow tape color zones estimate weights. Yellow zone is approximately:,"[""3-5 kg"", ""10-11 kg"", ""15-18 kg"", ""24-29 kg""]",1,Broselow tape: Yellow = 10-11 kg (approximately 1 year old).,SNHD Protocols - Broselow Reference
180,EMT,Pediatric,Medications,"Using Broselow tape, Purple zone (smallest) equipment sizes and approximate weight:","[""Premature <3 kg"", ""Term newborn 3-5 kg"", ""3-6 months 5-7 kg"", ""6-12 months 8-10 kg""]",1,Broselow Purple = term newborn approximately 3-5 kg.,SNHD Protocols - Broselow Purple
181,EMT,Pediatric,Fluid Boluses,What is the standard weight-based volume for an initial NS or LR bolus in pediatric patients according to the Clark County protocols?,"[""30 ml/kg"", ""20 ml/kg"", ""10 ml/kg"", ""50 ml/kg""]",1,20 ml/kg is the fundamental weight-based fluid increment for pediatric patients across most shock and assessment protocols.,SNHD Protocols - Pediatric Fluids
182,EMT,Pediatric,Fluid Boluses,What is the maximum total volume of NS or LR that should be administered to a pediatric patient in shock before seeking medical direction?,"[""100 ml/kg"", ""40 ml/kg"", ""20 ml/kg"", ""60 ml/kg""]",1,Maximum 40 ml/kg (2 boluses) before seeking medical direction or considering other interventions.,SNHD Protocols - Pediatric Shock Limits
183,AEMT,Pediatric,Fluid Boluses,"If a pediatric patient with abdominal pain is suspected of being in Diabetic Ketoacidosis (DKA), what is the maximum amount of fluid bolus allowed?","[""20 ml/kg"", ""10 ml/kg"", ""60 ml/kg"", ""40 ml/kg""]",1,DKA patients get maximum 10 ml/kg bolus due to risk of cerebral edema.,SNHD Protocols - Pediatric DKA
184,EMT,Pediatric,Fluid Boluses,"According to the Pediatric Burn protocol, what is the appropriate fluid bolus for a 4-year-old child showing signs of hypoperfusion?","[""250 ml"", ""125 ml"", ""500 ml"", ""20 ml/kg""]",3,"Pediatric burn protocol uses 20 ml/kg for hypoperfusion, not fixed volumes.",SNHD Protocols - Pediatric Burn
185,EMT,Pediatric,Fluid Boluses,"In the Pediatric Burn protocol, what is the fixed bolus volume for a 10-year-old child?","[""1000 ml"", ""125 ml"", ""500 ml"", ""250 ml""]",2,Pediatric burn protocol specifies 500 ml fixed bolus for certain age groups with hypoperfusion.,SNHD Protocols - Pediatric Burn Fixed
186,EMT,Pediatric,Fluid Boluses,"For a 15-year-old patient being treated under the Pediatric Burn protocol, what fluid bolus should be administered?","[""20 ml/kg"", ""500 ml"", ""1000 ml"", ""250 ml""]",1,500 ml bolus for pediatric burn patients in specific age/weight categories.,SNHD Protocols - Pediatric Burn
187,EMT,Pediatric,Assessment,What is the calculated minimum acceptable systolic blood pressure for a 5-year-old child?,"[""90 mmHg"", ""70 mmHg"", ""100 mmHg"", ""80 mmHg""]",3,Using formula (Age × 2) + 70: (5 × 2) + 70 = 80 mmHg minimum SBP.,SNHD Protocols - Pediatric BP Calculation
188,AEMT,Pediatric,Fluid Boluses,"When treating a pediatric patient for non-traumatic shock, which clinical finding indicates that you should stop repeating fluid boluses?","[""A systolic blood pressure of 70 mmHg in a 1-year-old"", ""The patient remains tachycardic"", ""Presence of rales on lung exam"", ""The patient develops a fever""]",2,Rales on lung exam indicates fluid overload - stop fluids and contact medical direction.,SNHD Protocols - Fluid Contraindications
189,EMT,Pediatric,Assessment,What is the minimum systolic blood pressure target for a 2-year-old child undergoing fluid resuscitation?,"[""72 mmHg"", ""74 mmHg"", ""80 mmHg"", ""90 mmHg""]",1,Using formula (Age × 2) + 70: (2 × 2) + 70 = 74 mmHg minimum SBP.,SNHD Protocols - Pediatric BP Target
190,AEMT,Fluid Boluses,Assessment,Which fluid types are approved for bolus administration in both adult and pediatric patients according to these protocols?,"[""NS with 20 mEq/L Potassium"", ""D5W or NS"", ""NS or LR"", ""0.45% NS only""]",2,Normal Saline (NS) or Lactated Ringers (LR) are approved for boluses in all patients.,SNHD Protocols - Approved Fluids
191,EMT,Environmental,Environmental,"For adult patients suffering from heat-related or cold-related illness with poor perfusion, what is the initial bolus volume?","[""2000 ml"", ""500 ml"", ""1000 ml"", ""250 ml""]",1,500 ml bolus for environmental illness with poor perfusion in adults.,SNHD Protocols - Environmental Illness
192,EMT,Environmental,Environmental,What is the maximum cumulative fluid limit for an adult patient being treated for Heat-Related illness?,"[""3000 ml"", ""60 ml/kg"", ""1000 ml"", ""2000 ml""]",3,Maximum 2000 ml cumulative for heat-related illness in adults.,SNHD Protocols - Heat Illness Limits
193,EMT,Other,Assessment,"According to the general assessment Pearls, what action must be performed after each fluid bolus is administered?","[""Administer an antiemetic"", ""Perform retroperitoneal palpation"", ""Check a blood glucose level"", ""Repeat vital signs""]",3,Repeat vital signs after every fluid bolus to assess response and avoid fluid overload.,SNHD Protocols - Assessment Pearls
194,PARAMEDIC,Pediatric,Cardiac/Respiratory,"In the case of pediatric bradycardia with poor perfusion, what fluid intervention is indicated if hypovolemia is suspected?","[""No fluid bolus is indicated for bradycardia"", ""10 ml/kg bolus"", ""D10 at 5 ml/kg"", ""20 ml/kg bolus""]",3,Pediatric bradycardia with poor perfusion gets 20 ml/kg bolus if hypovolemia suspected after oxygenation/ventilation.,SNHD Protocols - Pediatric Bradycardia
195,EMT,Pediatric,Medications,Which protocol specifies that Morphine is not recommended for children?,"[""Neonatal Resuscitation"", ""Pediatric Allergic Reaction"", ""Pediatric Burns"", ""Pediatric Abdominal Pain""]",2,Pediatric Burn protocol specifies morphine is not recommended for children.,SNHD Protocols - Pediatric Burns
196,EMT,Pediatric,Environmental,"For a pediatric smoke inhalation patient with hypotension, what is the appropriate initial fluid management?","[""NS or LR bolus at 125 ml"", ""NS or LR bolus at 20 ml/kg"", ""NS bolus at 500 ml"", ""Hydroxocobalamin only""]",1,Pediatric smoke inhalation with hypotension gets 20 ml/kg NS or LR bolus.,SNHD Protocols - Smoke Inhalation
197,EMT,Pediatric,Fluid Boluses,What is the maximum cumulative dose for fluid boluses in the Pediatric Allergic Reaction protocol for a patient in shock?,"[""2000 ml"", ""60 ml/kg"", ""30 ml/kg"", ""20 ml/kg""]",3,Pediatric Allergic Reaction protocol limits fluids to maximum 20 ml/kg for shock.,SNHD Protocols - Pediatric Allergic Reaction
198,PARAMEDIC,Pediatric,Medications,"For patients with known adrenal insufficiency, what is the primary recommended intervention alongside fluid boluses?","[""Oral glucose regardless of BG level"", ""Administer high-dose Epinephrine"", ""Wait for medical direction"", ""Administer the patient's own Solu-Cortef""]",3,Patients with adrenal insufficiency should receive their own Solu-Cortef (hydrocortisone) if available.,SNHD Protocols - Adrenal Insufficiency
199,EMT,Pediatric,Assessment,The estimated minimum systolic blood pressure calculation formula ((Age in Years×2)+70) applies up to what age?,"[""5 years"", ""18 years"", ""10 years"", ""13 years""]",1,Formula (Age × 2) + 70 applies up to age 18. Adult minimum (90 mmHg) applies after age 18.,SNHD Protocols - BP Formula Age
200,EMT,OB/Neonatal,Procedures,"In Neonatal Resuscitation, what is the required compression-to-ventilation ratio for CPR?","[""10:1"", ""15:2"", ""3:1"", ""30:2""]",2,"Neonatal CPR uses 3:1 compression-to-ventilation ratio (3 compressions, 1 breath).",SNHD Protocols - Neonatal CPR
201,EMT,OB/Neonatal,Medications,What dose of D10 is specified for a newborn with hypoglycemia (BG<40 mg/dl)?,"[""5 ml/kg"", ""10 ml/kg"", ""2 ml/kg"", ""20 ml/kg""]",0,Neonatal hypoglycemia: D10 at 5 ml/kg IV/IO.,SNHD Protocols - Neonatal Hypoglycemia
202,EMT,OB/Neonatal,Assessment,What threshold defines hypoglycemia in a newborn according to the protocols?,"[""<60 mg/dl"", ""<20 mg/dl"", ""<80 mg/dl"", ""<40 mg/dl""]",3,Newborn hypoglycemia is defined as blood glucose <40 mg/dl.,SNHD Protocols - Neonatal Glucose
203,PARAMEDIC,OB/Neonatal,Medications,Which concentration of Sodium Bicarbonate should be used for neonatal patients according to the protocols?,"[""0.45%"", ""5%"", ""8.4%"", ""4.2%""]",3,Neonates should receive 4.2% sodium bicarbonate (diluted from 8.4%).,SNHD Protocols - Neonatal Bicarbonate
204,PARAMEDIC,Burns,Procedures,What is the primary reason to contact Medical Direction at the Burn Center according to the tiered burn protocols?,"[""For further drip rates or additional boluses"", ""To confirm the patient's age"", ""To report blood glucose levels"", ""To request an initial fluid bolus""]",0,Contact Burn Center Medical Direction for further drip rates or additional boluses beyond initial protocol.,SNHD Protocols - Burn Center Contact
205,AEMT,Pediatric,Medications,"In the Pediatric Allergic Reaction protocol, what is the maximum single dose of Diphenhydramine?","[""1 mg"", ""50 mg"", ""25 mg"", ""100 mg""]",1,Maximum single dose of diphenhydramine in pediatric allergic reaction is 50 mg.,SNHD Protocols - Pediatric Diphenhydramine
206,PARAMEDIC,Pediatric,Medications,What is the maximum single dose of D10 when treating a pediatric patient for hypoglycemia?,"[""60 ml"", ""25 g"", ""50 g"", ""5 g""]",1,Maximum single dose of D10 for pediatric hypoglycemia is 25 grams.,SNHD Protocols - D10 Maximum
207,AEMT,Pediatric,Medications,What is the appropriate dose of Glucagon for a pediatric patient with no IV access who weighs less than 20 kg?,"[""0.5 mg IM"", ""0.1 mg/kg IM"", ""0.01 mg/kg IM"", ""1 mg IM""]",0,Glucagon for pediatrics <20 kg without IV access: 0.5 mg IM.,SNHD Protocols - Glucagon Pediatric
208,AEMT,Pediatric,Medications,"According to the Pediatric Allergic Reaction protocol, what is the maximum single dose of Epinephrine 1:1000 that can be administered IM?","[""0.5 mg"", ""1.5 mg"", ""0.3 mg"", ""0.1 mg""]",2,Maximum single dose of Epinephrine 1:1000 IM for pediatric allergic reaction is 0.3 mg.,SNHD Protocols - Pediatric Epi Max
209,EMT,Pediatric,Medications,"In a pediatric patient with suspected hypoglycemia, what is the correct volume and concentration for a D10 IV/IO bolus?","[""2 ml/kg of D10"", ""5 ml/kg of D10"", ""25 ml/kg of D10"", ""10 ml/kg of D10""]",1,Pediatric hypoglycemia: D10 at 5 ml/kg IV/IO bolus.,SNHD Protocols - Pediatric D10
210,AEMT,Pediatric,Medications,What is the weight-based dose for Diphenhydramine (Benadryl) across pediatric protocols for allergic reactions and dystonic reactions?,"[""0.5 mg/kg"", ""5 mg/kg"", ""1 mg/kg"", ""2 mg/kg""]",2,Pediatric diphenhydramine: 1 mg/kg PO or 0.5 mg/kg IV/IM for allergic/dystonic reactions.,SNHD Protocols - Diphenhydramine Dosing
211,PARAMEDIC,Pediatric,Medications,Which of the following is the maximum single dose for IV Morphine in pediatric pain management?,"[""2 mg"", ""5 mg"", ""15 mg"", ""10 mg""]",0,Maximum single dose of IV Morphine for pediatric pain management is 2 mg.,SNHD Protocols - Pediatric Morphine
212,PARAMEDIC,Pediatric,Medications,What is the recommended dose for Push Dose Epinephrine in the treatment of pediatric shock?,"[""1 mcg/kg"", ""0.01 mg/kg"", ""0.1 mcg/kg"", ""0.1 mg/kg""]",0,Push dose epinephrine for pediatric shock: 1 mcg/kg IV/IO.,SNHD Protocols - Push Dose Epi
213,PARAMEDIC,Pediatric,Medications,"For a pediatric patient in SVT, what is the initial rapid IV/IO push dose of Adenosine?","[""0.2 mg/kg"", ""0.1 mg/kg"", ""6 mg fixed dose"", ""0.3 mg/kg""]",1,Pediatric SVT: Initial adenosine 0.1 mg/kg rapid IV/IO push (max 6 mg first dose).,SNHD Protocols - Pediatric Adenosine
214,PARAMEDIC,Pediatric,Medications,"When administering Naloxone (Narcan) titration to a pediatric patient with respiratory depression, what is the per-kilogram dose?","[""2 mg fixed dose"", ""0.5 mg/kg"", ""0.01 mg/kg"", ""0.1 mg/kg""]",3,"Pediatric naloxone titration: 0.1 mg/kg IV/IM/IN (titrate to respiratory effort, not full consciousness).",SNHD Protocols - Naloxone Titration
215,PARAMEDIC,Pediatric,Medications,What is the maximum single dose of Fentanyl for a pediatric patient without a physician order?,"[""50 mcg"", ""10 mcg"", ""200 mcg"", ""100 mcg""]",0,Maximum single dose of fentanyl for pediatric patients without physician order is 50 mcg.,SNHD Protocols - Fentanyl Max
216,PARAMEDIC,Pediatric,Medications,"Under the Pediatric Seizure protocol, what is the dose for Midazolam when treating an active seizure?","[""0.2 mg/kg"", ""0.05 mg/kg"", ""2.5 mg fixed dose"", ""0.1 mg/kg""]",3,Pediatric seizure: Midazolam 0.1 mg/kg IM/IN/IV (max 5 mg).,SNHD Protocols - Midazolam Seizure
217,PARAMEDIC,Pediatric,Medications,What is the specific age requirement for administering Metoclopramide (Reglan) to a pediatric patient for nausea or pain?,"[""8 years of age or older"", ""12 years of age or older"", ""10 years of age or older"", ""2 years of age or older""]",0,Metoclopramide (Reglan) is only for pediatric patients 8 years or older.,SNHD Protocols - Reglan Age
218,PARAMEDIC,Pediatric,Medications,What is the correct dose for IV Acetaminophen (Tylenol) in pediatric patients?,"[""1 g fixed dose"", ""15 mg/kg"", ""10 mg/kg"", ""0.15 mg/kg""]",1,IV Acetaminophen for pediatrics: 15 mg/kg (max adult dose).,SNHD Protocols - IV Tylenol
219,PARAMEDIC,Pediatric,Medications,"In pediatric bradycardia, what are the minimum and maximum single doses for Atropine?","[""Min: 0.5 mg; Max: 3 mg"", ""Min: 0.1 mg; Max: 0.5 mg"", ""Min: 0.1 mg; Max: 1 mg"", ""Min: 0.02 mg; Max: 1 mg""]",2,"Pediatric atropine: Minimum 0.1 mg (to prevent paradoxical bradycardia), Maximum 0.5 mg child / 1 mg adolescent.",SNHD Protocols - Atropine Min/Max
220,PARAMEDIC,Pediatric,Medications,What is the pediatric dose for Ondansetron (Zofran)?,"[""4 mg fixed dose"", ""0.1 mg/kg"", ""1 mg/kg"", ""0.15 mg/kg""]",3,Pediatric ondansetron: 0.15 mg/kg PO/ODT (max 4 mg) or 0.1 mg/kg IV (max 2 mg).,SNHD Protocols - Ondansetron Dose
221,PARAMEDIC,Pediatric,Medications,"According to the Tachycardia protocol, how is Amiodarone administered to a pediatric patient with a pulse?","[""150 mg over 10 minutes"", ""5 mg/kg rapid IV push"", ""5 mg/kg in 50 ml NS over 20 minutes"", ""0.2 mg/kg over 20 minutes""]",2,Amiodarone with pulse: 5 mg/kg in 50 ml NS over 20 minutes (slow infusion).,SNHD Protocols - Amiodarone With Pulse
222,PARAMEDIC,Pediatric,Medications,What is the maximum dose of Midazolam allowed for the management of a pediatric febrile seizure?,"[""10 mg"", ""2.5 mg"", ""5 mg"", ""1 mg""]",2,Maximum midazolam for pediatric febrile seizure is 5 mg.,SNHD Protocols - Midazolam Max Seizure
223,PARAMEDIC,Pediatric,Medications,"When performing pediatric intubation, what is the induction dose for Etomidate?","[""0.03 mg/kg"", ""0.3 mg/kg"", ""1 mg/kg"", ""0.15 mg/kg""]",1,Pediatric etomidate for RSI induction: 0.3 mg/kg IV.,SNHD Protocols - Etomidate RSI
224,PARAMEDIC,Pediatric,Medications,Which concentration and dose of Epinephrine is administered via the Endotracheal Tube (ETT) during pediatric bradycardia?,"[""1:1000, 0.1 mg/kg"", ""1:10,000, 0.01 mg/kg"", ""1:1000, 0.01 mg/kg"", ""1:10,000, 0.1 mg/kg""]",0,ETT epinephrine: 1:1000 concentration at 0.1 mg/kg (higher concentration for ETT route).,SNHD Protocols - ETT Epinephrine
225,PARAMEDIC,Pediatric,Medications,What is the maximum single dose of Naloxone (Narcan) when administered via the Intranasal (IN) route to a pediatric patient?,"[""0.5 mg"", ""4 mg"", ""0.1 mg"", ""10 mg""]",1,Maximum single IN naloxone dose for pediatrics is 4 mg (2 mg per nostril).,SNHD Protocols - Naloxone IN Max
226,PARAMEDIC,Pediatric,Medications,"Under the Pediatric Tachycardia protocol, what is the dose for Magnesium Sulfate in cases of Torsades de Pointes?","[""2 g fixed dose"", ""5 mg/kg over 20 minutes"", ""50 mg/kg rapid IV push"", ""25 mg/kg in 50 ml NS over 10 minutes""]",3,Magnesium for pediatric Torsades: 25-50 mg/kg (max 2 g) over 10-20 minutes.,SNHD Protocols - Magnesium Torsades
227,PARAMEDIC,Pediatric,Medications,"For pediatric induction during airway management, what is the IV/IO dose for Ketamine?","[""4 mg/kg"", ""0.3 mg/kg"", ""2 mg/kg"", ""1 mg/kg""]",2,Pediatric ketamine for RSI induction: 2 mg/kg IV/IO.,SNHD Protocols - Ketamine RSI
228,PARAMEDIC,Pediatric,Medications,What is the maximum single dose of Ketamine when administered via the IM route for induction?,"[""500 mg"", ""200 mg"", ""100 mg"", ""400 mg""]",0,Maximum single IM ketamine dose for pediatric induction is 500 mg.,SNHD Protocols - Ketamine IM Max
229,PARAMEDIC,Pediatric,Medications,"In the Pediatric Shock protocol, for a patient with known adrenal insufficiency, what medication should be administered?","[""0.1 mg/kg Dexamethasone"", ""The patient's own Solu-Cortef (hydrocortisone)"", ""2 mg/kg Methylprednisolone"", ""0.01 mg/kg Epinephrine""]",1,Adrenal insufficiency: Give patient's own Solu-Cortef (hydrocortisone) if available.,SNHD Protocols - Adrenal Insufficiency
230,EMT,Pediatric,Fluid Boluses,"What is the initial volume for a pediatric fluid bolus in a non-trauma shock patient, provided there are no rales on lung exam?","[""60 ml/kg"", ""20 ml/kg"", ""500 ml"", ""10 ml/kg""]",1,Initial pediatric fluid bolus for non-trauma shock: 20 ml/kg (if no rales/JVD).,SNHD Protocols - Initial Bolus
231,AEMT,Pediatric,Medications,What is the maximum cumulative dose of Epinephrine 1:1000 that can be given IM for a pediatric allergic reaction?,"[""0.5 mg"", ""1.0 mg"", ""1.5 mg"", ""3.0 mg""]",1,Maximum cumulative IM epinephrine 1:1000 for pediatric allergic reaction is 1.0 mg.,SNHD Protocols - Epi Cumulative Max
232,PARAMEDIC,Pediatric,Medications,"In the Pediatric Pain Management protocol, what is the IN/IM/IV/IO dose for Fentanyl?","[""1 mcg/kg"", ""0.1 mcg/kg"", ""1 mg/kg"", ""10 mcg/kg""]",0,Pediatric fentanyl: 1 mcg/kg IN/IM/IV/IO (max 50 mcg without physician order).,SNHD Protocols - Fentanyl Dosing
233,PARAMEDIC,Pediatric,Medications,"Under the Post-Intubation Sedation protocol for pediatrics, what is the maximum single dose of Midazolam?","[""20 mg"", ""2.5 mg"", ""5 mg"", ""10 mg""]",1,Maximum single midazolam dose for pediatric post-intubation sedation is 2.5 mg.,SNHD Protocols - Post-Intubation Midazolam
234,PARAMEDIC,Pediatric,Medications,What is the correct concentration and dose of Epinephrine used for IV/IO administration in pediatric bradycardia or cardiac arrest?,"[""1:10,000, 0.01 mg/kg"", ""1:1000, 0.01 mg/kg"", ""1:10,000, 0.1 mg/kg"", ""1:1000, 0.1 mg/kg""]",0,"IV/IO epinephrine: 1:10,000 concentration at 0.01 mg/kg (0.1 ml/kg).",SNHD Protocols - Epi IV/IO
235,EMT,Pediatric,Medications,What is the recommended dose of Ipratropium (0.02%) for a pediatric patient over 2 years old with wheezing?,"[""2.5 ml"", ""5 ml"", ""0.5 mg"", ""3.0 ml""]",0,Ipratropium 0.02% for pediatrics >2 years: 2.5 ml via SVN.,SNHD Protocols - Ipratropium
236,EMT,Pediatric,Medications,Which medication is noted as 'not recommended' for children in the treatment of pediatric abdominal pain?,"[""Ondansetron"", ""Morphine"", ""Fentanyl"", ""Acetaminophen""]",1,Morphine is specifically noted as NOT recommended for children with abdominal pain.,SNHD Protocols - Abdominal Pain Meds
237,EMT,Pediatric,Assessment,"According to the General Pediatric Assessment pearls, what is the standard initial fluid bolus for a pediatric patient in Clark County?","[""20 ml/kg"", ""50 ml/kg"", ""30 ml/kg"", ""10 ml/kg""]",0,Standard initial pediatric fluid bolus in Clark County protocols is 20 ml/kg.,SNHD Protocols - Assessment Pearls
238,AEMT,Pediatric,Medications,"For a pediatric patient with suspected hypoglycemia who weighs less than 20 kg, what is the correct dosage of Glucagon (IM)?","[""0.5 mg"", ""2 mg"", ""1 mg"", ""0.1 mg/kg""]",0,Glucagon for pediatrics <20 kg: 0.5 mg IM (if no IV access).,SNHD Protocols - Glucagon <20kg
239,EMT,Pediatric,Fluid Boluses,What is the maximum total volume of fluid boluses a pediatric patient can receive under general assessment pearls?,"[""20 ml/kg"", ""100 ml/kg"", ""40 ml/kg"", ""60 ml/kg""]",2,Maximum total fluid boluses under general assessment pearls: 40 ml/kg.,SNHD Protocols - Max Fluids
240,AEMT,Pediatric,Fluid Boluses,"In a pediatric patient suspected of having Diabetic Ketoacidosis (DKA), what is the maximum fluid bolus limit specified?","[""Do not exceed 10 ml/kg"", ""No limit is specified for DKA"", ""Do not exceed 20 ml/kg"", ""Do not exceed 60 ml/kg""]",0,DKA maximum fluid bolus: Do not exceed 10 ml/kg due to cerebral edema risk.,SNHD Protocols - DKA Max
241,AEMT,Pediatric,Medications,"When managing a pediatric allergic reaction, what is the maximum single dose of Epinephrine 1:1000 given via the IM route?","[""1.0 mg"", ""0.3 mg"", ""1.5 mg"", ""0.5 mg""]",1,Maximum single IM dose of Epinephrine 1:1000 for pediatric allergic reaction is 0.3 mg.,SNHD Protocols - Epi IM Max
242,EMT,Pediatric,Assessment,At what blood glucose level is a newborn considered hypoglycemic according to the Pediatric Altered Mental Status protocol?,"[""<70 mg/dl"", ""<40 mg/dl"", ""<20 mg/dl"", ""<60 mg/dl""]",1,Newborn hypoglycemia threshold: <40 mg/dl.,SNHD Protocols - Newborn Hypoglycemia
243,PARAMEDIC,Pediatric,Medications,What is the maximum single dose of D10 permitted for a pediatric patient?,"[""25 g"", ""50 g"", ""10 g"", ""15 g""]",0,Maximum single dose of D10 for pediatric hypoglycemia is 25 grams.,SNHD Protocols - D10 Max Single
244,EMT,Pediatric,Assessment,Which sign is specifically used to identify the onset of puberty in a female patient to determine if adult protocols should be used?,"[""First menstrual cycle"", ""Height over 5 feet"", ""Age over 12 years"", ""Any breast development""]",3,Any breast development indicates onset of puberty in females - may use adult protocols.,SNHD Protocols - Puberty Assessment
245,AEMT,Pediatric,Medications,What is the maximum dose of Diphenhydramine for a pediatric patient experiencing an allergic reaction?,"[""100 mg"", ""25 mg"", ""75 mg"", ""50 mg""]",3,Maximum diphenhydramine dose for pediatric allergic reaction is 50 mg.,SNHD Protocols - Diphenhydramine Max
246,EMT,Pediatric,Other,What is the appropriate size BVM for a pediatric patient weighing 25 kg?,"[""Infant BVM"", ""Pediatric BVM"", ""Neonatal BVM"", ""Adult BVM""]",1,Pediatric BVM is appropriate for patients approximately 10-40 kg (child size).,SNHD Protocols - BVM Sizing
247,PARAMEDIC,Pediatric,Medications,"When using Ondansetron ODT to a child, how should the provider handle rounding the dose?","[""Round up to the nearest 1/2 pill"", ""Round down to the nearest whole pill"", ""Do not round, administer exact weight-based dose"", ""Round to the nearest 1/4 pill""]",1,Round down to nearest whole pill to avoid overdose.,SNHD Protocols - Ondansetron Rounding
248,EMT,Pediatric,Other,What is the weight range for using a Pediatric BVM according to the Cardiac Arrest pearls?,"[""Under 10 kg"", ""10 to 40 kg"", ""5 to 30 kg"", ""5 to 20 kg""]",1,Pediatric BVM is for patients approximately 10-40 kg.,SNHD Protocols - Pediatric BVM Range
249,EMT,Pediatric,Medications,Which medication is NOT recommended for use in children for behavioral emergencies in Clark County?,"[""Naloxone"", ""Albuterol"", ""Midazolam"", ""Diphenhydramine""]",2,Midazolam is NOT recommended for pediatric behavioral emergencies per Clark County protocols.,SNHD Protocols - Behavioral Meds
250,EMT,Pediatric,Medications,What is the recommended dose of Levalbuterol for a pediatric patient via SVN?,"[""0.63 mg"", ""2.5 mg"", ""1.25 mg"", ""5.0 mg""]",2,Levalbuterol pediatric dose: 1.25 mg via SVN.,SNHD Protocols - Levalbuterol
251,AEMT,Pediatric,Medications,Which of these is a strict 'never' rule regarding Epinephrine administration for allergic reactions?,"[""Never use an auto-injector on a child"", ""Never give Epinephrine to a child under 5 kg"", ""Never give Epinephrine 1:1000 (IM concentration) through IV/IO route"", ""Never repeat Epinephrine more than once""]",2,"NEVER give Epinephrine 1:1000 (IM concentration) via IV/IO - must use 1:10,000 for IV/IO.",SNHD Protocols - Epi Safety
252,PARAMEDIC,Pediatric,Medications,"For a pediatric patient in shock, what is the goal systolic blood pressure (SBP) when titrating push-dose epinephrine or fluids?","[""60+Age"", ""70+2\u00d7Age"", ""Always 100 mm Hg"", ""90+2\u00d7Age""]",1,Goal SBP for pediatric shock: 70 + (2 × Age in years).,SNHD Protocols - SBP Goal
253,EMT,Pediatric,Assessment,"When managing pediatric epistaxis, what is the first step according to the assessment flow?","[""General Pediatric Assessment"", ""Administer Oxymetazoline"", ""Apply an ice pack to the bridge of the nose"", ""Direct pressure for 15 minutes""]",0,First step in pediatric epistaxis is General Pediatric Assessment.,SNHD Protocols - Epistaxis
254,EMT,Pediatric,Other,What is the weight threshold for switching from an Infant BVM to a Pediatric BVM?,"[""5 kg"", ""3 kg"", ""10 kg"", ""15 kg""]",0,Switch from Infant to Pediatric BVM at approximately 5 kg.,SNHD Protocols - BVM Switch
255,AEMT,Medications,Procedures,What is the action of Benadryl?,"[""Beta agonist"", ""Antihistamine"", ""Vasoconstrictor"", ""Analgesic""]",1,Diphenhydramine (Benadryl) is an antihistamine,SNHD Protocols
256,AEMT,Medications,Other,What class of medication is glucagon?,"[""Sympathomimetic"", ""Hormone/Hyperglycemic agent"", ""Anticholinergic"", ""Electrolyte""]",1,Glucagon is a hormone that acts as a hyperglycemic agent,SNHD Protocols
257,AEMT,OB/Neonatal,OB/Neonatal,What score does grimace get on the APGAR scale?,"[""0-2"", ""1-5"", ""0-10"", ""1-3""]",0,Grimace (Reflex Irritability) is scored from 0 to 2 on the APGAR scale,SNHD Protocols
258,AEMT,Transport Criteria,Transport/Admin,Which hospital does air transport go?,"[""Nearest hospital"", ""Trauma Center/Specialty Center"", ""Any hospital with a helipad"", ""Airport""]",1,Air transport typically goes to appropriate Trauma or Specialty Centers based on patient needs,SNHD Protocols
259,AEMT,Pediatric,Other,A 6 year old with 15% 2nd and 3rd degree TBSA burns should get what bolus of NS or LR?,"[""10 mL/kg"", ""20 mL/kg"", ""500 mL"", ""None""]",2,Protocol for pediatric burns >10% TBSA (age 6-12) often uses a specific fluid table or formula but general pediatric shock bolus is 20ml/kg,SNHD Protocols
260,AEMT,Pediatric,Medications,What naloxone dose should you give a pediatric patient that weighs 20kg who has taken her mother's pain meds?,"[""0.1 mg/kg"", ""2 mg"", ""10 mg"", ""0.5 mg""]",0,Pediatric Naloxone dose is 0.1 mg/kg,SNHD Protocols
261,AEMT,Medications,Other,Ondansetron is which class of medication?,"[""Analgesic"", ""Antiemetic"", ""Antibiotic"", ""Sedative""]",1,Ondansetron is an antiemetic,SNHD Protocols
262,AEMT,Trauma,Scoring,What trauma field triage criteria does pelvic fracture go into?,"[""Step 1"", ""Step 2"", ""Step 3"", ""Step 4""]",1,Pelvic fractures are typically Step 2 (Anatomic) criteria,SNHD Protocols
